location_type,industry_hint,business_size,cleaning_needs_m2,budget_eur,prior_cleaning_machine,usage_frequency,dirt_type,eco_preference,price_sensitivity,customer_segment
urban,horeca,30,1751,1927,da,ocazional,greu,nu,mediu,horeca
urban,retail,89,16935,3385,nu,saptamanal,medie,da,mediu,horeca
urban,industrial,438,57262,4147,nu,lunar,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,118,201,da,ocazional,usoara,nu,mediu,persoana_fizica
urban,horeca,97,14281,2352,nu,saptamanal,medie,da,scazut,firma_curatenie
urban,firm_curatenie,106,15601,50,da,lunar,medie,nu,mediu,firma_curatenie
urban,industrial,490,66948,2665,nu,lunar,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,75,2669,1922,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,horeca,144,12602,345,nu,saptamanal,usoara,da,ridicat,horeca
periurban,horeca,99,2998,1231,da,ocazional,greu,nu,mediu,horeca
urban,horeca,122,20149,2489,da,zilnic,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,152,20441,1668,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,retail,53,5637,2973,nu,saptamanal,usoara,nu,mediu,horeca
urban,firm_curatenie,85,6389,1723,da,zilnic,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,4,180,228,da,zilnic,medie,da,ridicat,horeca
urban,firm_curatenie,71,2145,1299,da,saptamanal,greu,nu,mediu,firma_curatenie
rural,firm_curatenie,133,25822,2211,nu,saptamanal,medie,da,scazut,firma_curatenie
urban,industrial,379,18166,9413,nu,zilnic,usoara,nu,mediu,horeca
urban,firm_curatenie,159,3398,2288,da,zilnic,medie,da,scazut,horeca
periurban,retail,42,8094,2217,da,saptamanal,greu,da,scazut,firma_curatenie
periurban,persoana_fizica,1,114,124,nu,saptamanal,medie,nu,mediu,persoana_fizica
periurban,firm_curatenie,146,23559,2086,da,saptamanal,greu,da,mediu,firma_curatenie
periurban,industrial,365,6685,4346,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,113,13302,2561,da,lunar,medie,nu,mediu,firma_curatenie
periurban,retail,81,6938,313,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,138,21620,1811,nu,saptamanal,medie,nu,scazut,firma_curatenie
periurban,retail,35,605,3003,nu,lunar,medie,nu,mediu,horeca
urban,firm_curatenie,187,16142,2129,da,zilnic,usoara,nu,ridicat,firma_curatenie
periurban,persoana_fizica,3,485,173,nu,saptamanal,usoara,da,ridicat,persoana_fizica
urban,retail,79,8635,2084,da,saptamanal,greu,da,ridicat,firma_curatenie
urban,industrial,38,4351,1703,nu,ocazional,usoara,nu,mediu,horeca
urban,industrial,454,12921,6136,da,saptamanal,greu,da,mediu,firma_curatenie
periurban,retail,72,2530,3009,nu,lunar,medie,nu,mediu,persoana_fizica
urban,retail,81,11229,804,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,28,3871,2764,da,lunar,greu,nu,mediu,firma_curatenie
urban,horeca,14,2744,2018,da,saptamanal,medie,da,mediu,firma_curatenie
urban,horeca,109,15834,2436,nu,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,horeca,149,15453,5780,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,59,10200,5402,da,ocazional,greu,nu,ridicat,horeca
rural,persoana_fizica,3,89,84,da,zilnic,medie,da,mediu,persoana_fizica
urban,firm_curatenie,161,15353,721,da,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,129,115,da,lunar,medie,nu,ridicat,persoana_fizica
periurban,firm_curatenie,168,5020,3586,nu,saptamanal,usoara,da,mediu,firma_curatenie
urban,horeca,139,21554,2089,da,saptamanal,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,214,82,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,retail,81,9378,3978,nu,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,3,264,247,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,2,194,380,nu,lunar,usoara,nu,scazut,persoana_fizica
rural,firm_curatenie,99,3172,2591,da,zilnic,medie,nu,mediu,firma_curatenie
rural,persoana_fizica,4,551,197,da,ocazional,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,75,6912,2252,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,horeca,28,4625,2320,da,zilnic,usoara,da,ridicat,horeca
urban,horeca,72,3405,4958,da,saptamanal,medie,da,ridicat,horeca
urban,firm_curatenie,132,6462,3358,nu,lunar,medie,nu,scazut,firma_curatenie
urban,horeca,97,12871,625,nu,zilnic,medie,nu,mediu,horeca
urban,industrial,309,52758,7827,da,lunar,medie,nu,mediu,firma_curatenie
urban,industrial,142,14159,1786,nu,lunar,medie,nu,ridicat,firma_curatenie
periurban,horeca,59,8739,6620,da,zilnic,usoara,nu,ridicat,horeca
periurban,firm_curatenie,162,32379,3517,nu,zilnic,greu,da,mediu,firma_curatenie
periurban,firm_curatenie,33,6538,861,da,zilnic,usoara,da,mediu,firma_curatenie
urban,horeca,41,6208,3358,nu,lunar,usoara,da,scazut,firma_curatenie
urban,industrial,484,72852,7979,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,firm_curatenie,119,6788,1376,nu,lunar,medie,nu,scazut,firma_curatenie
rural,retail,55,9260,860,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,162,14089,2101,nu,lunar,usoara,da,mediu,firma_curatenie
periurban,industrial,268,51664,4521,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,126,3209,1628,da,saptamanal,medie,nu,ridicat,persoana_fizica
urban,retail,45,4176,3983,nu,ocazional,usoara,nu,mediu,horeca
periurban,horeca,11,1271,1066,nu,lunar,usoara,nu,scazut,horeca
urban,persoana_fizica,5,434,191,da,saptamanal,medie,da,ridicat,persoana_fizica
periurban,firm_curatenie,53,2650,2181,nu,lunar,usoara,nu,ridicat,firma_curatenie
rural,firm_curatenie,125,15333,2308,nu,lunar,usoara,da,mediu,firma_curatenie
urban,industrial,338,51925,8392,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,industrial,306,40550,4279,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,retail,79,4309,50,nu,saptamanal,usoara,nu,scazut,persoana_fizica
rural,persoana_fizica,5,745,169,nu,ocazional,usoara,nu,mediu,horeca
urban,retail,95,5587,3370,da,saptamanal,usoara,da,scazut,firma_curatenie
urban,firm_curatenie,95,4112,1855,nu,zilnic,greu,nu,mediu,firma_curatenie
urban,horeca,12,1694,2794,nu,saptamanal,usoara,nu,mediu,horeca
periurban,horeca,36,6124,3789,nu,zilnic,medie,nu,mediu,horeca
urban,persoana_fizica,4,405,252,da,saptamanal,greu,nu,mediu,persoana_fizica
periurban,horeca,68,7545,320,nu,saptamanal,greu,nu,mediu,firma_curatenie
rural,firm_curatenie,142,9588,1981,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,5,519,184,nu,ocazional,usoara,da,mediu,persoana_fizica
urban,retail,65,2279,2590,da,ocazional,medie,da,ridicat,persoana_fizica
rural,horeca,97,18585,50,da,zilnic,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,167,27065,3323,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,65,8899,2006,nu,lunar,usoara,da,ridicat,firma_curatenie
urban,firm_curatenie,186,20879,2424,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,horeca,12,1926,5648,nu,lunar,medie,nu,scazut,horeca
periurban,persoana_fizica,5,520,234,da,ocazional,medie,nu,scazut,persoana_fizica
urban,persoana_fizica,1,66,76,da,lunar,medie,nu,scazut,persoana_fizica
urban,persoana_fizica,5,202,193,da,saptamanal,usoara,da,mediu,persoana_fizica
urban,horeca,15,1995,4012,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,retail,4,746,2567,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,182,7132,3706,nu,lunar,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,44,131,nu,saptamanal,medie,nu,scazut,persoana_fizica
rural,retail,68,6282,3994,da,lunar,medie,nu,mediu,horeca
urban,firm_curatenie,135,22046,2839,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,84,5531,2088,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,retail,53,3086,2897,nu,saptamanal,medie,nu,scazut,persoana_fizica
periurban,horeca,91,11629,1533,da,ocazional,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,1,111,175,nu,lunar,usoara,nu,scazut,persoana_fizica
rural,firm_curatenie,157,3366,2577,da,lunar,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,50,188,da,saptamanal,medie,da,mediu,horeca
urban,horeca,110,14538,3090,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,143,14067,2992,da,ocazional,greu,da,mediu,firma_curatenie
urban,persoana_fizica,5,972,50,da,saptamanal,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,21,2917,2369,nu,lunar,usoara,da,mediu,firma_curatenie
urban,horeca,27,321,5664,nu,saptamanal,medie,nu,ridicat,horeca
periurban,firm_curatenie,188,19061,1623,da,lunar,greu,da,mediu,firma_curatenie
urban,firm_curatenie,184,16329,755,da,ocazional,usoara,nu,ridicat,firma_curatenie
urban,horeca,52,1574,2416,da,saptamanal,usoara,nu,mediu,horeca
urban,firm_curatenie,24,4449,482,nu,zilnic,greu,da,mediu,firma_curatenie
periurban,industrial,11,1792,5677,da,saptamanal,greu,nu,ridicat,firma_curatenie
urban,firm_curatenie,92,4941,1926,nu,ocazional,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,3,175,225,da,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,134,2155,1868,nu,lunar,medie,da,scazut,firma_curatenie
periurban,horeca,82,5442,3293,da,saptamanal,medie,da,scazut,horeca
urban,industrial,269,32570,6351,da,lunar,medie,da,mediu,firma_curatenie
urban,firm_curatenie,145,13044,802,da,lunar,usoara,da,mediu,firma_curatenie
periurban,industrial,237,46015,6038,da,zilnic,medie,da,mediu,firma_curatenie
periurban,firm_curatenie,167,3449,3448,da,ocazional,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,4,489,123,nu,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,persoana_fizica,2,346,224,da,saptamanal,medie,nu,scazut,persoana_fizica
urban,retail,8,810,4053,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,persoana_fizica,2,21,107,da,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,224,263,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,25,1787,1777,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,27,5225,3011,nu,lunar,usoara,da,mediu,firma_curatenie
rural,industrial,140,25653,2526,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,33,6281,2986,da,saptamanal,medie,nu,mediu,horeca
urban,horeca,109,18191,722,da,lunar,medie,nu,mediu,firma_curatenie
urban,retail,54,4147,3024,nu,lunar,medie,da,mediu,firma_curatenie
rural,horeca,119,21671,3673,nu,zilnic,medie,da,mediu,firma_curatenie
urban,industrial,439,86272,6622,nu,ocazional,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,153,239,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,5,297,192,da,zilnic,medie,nu,mediu,persoana_fizica
urban,retail,86,9796,726,da,saptamanal,greu,nu,mediu,firma_curatenie
rural,firm_curatenie,65,2961,2992,da,saptamanal,usoara,da,scazut,firma_curatenie
rural,horeca,129,2089,2942,da,lunar,medie,nu,scazut,horeca
urban,persoana_fizica,3,569,231,nu,saptamanal,greu,nu,ridicat,persoana_fizica
rural,firm_curatenie,112,20819,1814,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,2,81,356,nu,zilnic,usoara,da,mediu,firma_curatenie
periurban,industrial,252,22042,3297,nu,saptamanal,medie,da,ridicat,firma_curatenie
urban,horeca,25,4197,2090,nu,lunar,usoara,nu,scazut,horeca
urban,horeca,135,18304,657,da,lunar,medie,nu,ridicat,horeca
urban,industrial,91,7735,5338,nu,zilnic,usoara,nu,scazut,horeca
urban,horeca,92,13928,5787,nu,zilnic,medie,nu,scazut,horeca
urban,persoana_fizica,2,360,210,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,horeca,16,2975,3340,da,lunar,greu,da,mediu,horeca
urban,industrial,272,22298,7919,da,lunar,greu,da,ridicat,firma_curatenie
periurban,persoana_fizica,1,42,212,nu,zilnic,usoara,nu,ridicat,persoana_fizica
urban,retail,67,12290,3939,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,retail,66,1820,4117,nu,saptamanal,medie,nu,scazut,firma_curatenie
rural,horeca,118,17360,2110,nu,ocazional,medie,da,ridicat,horeca
urban,horeca,30,1100,854,da,saptamanal,usoara,nu,ridicat,horeca
urban,retail,17,1427,3327,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,37,3263,3483,da,saptamanal,greu,nu,ridicat,firma_curatenie
periurban,retail,64,2570,1244,nu,saptamanal,greu,nu,ridicat,firma_curatenie
urban,industrial,238,44103,2965,da,lunar,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,31,145,da,zilnic,usoara,nu,scazut,persoana_fizica
periurban,persoana_fizica,1,179,211,da,saptamanal,medie,nu,ridicat,persoana_fizica
rural,retail,74,13166,3696,nu,lunar,greu,nu,scazut,firma_curatenie
urban,retail,78,5477,3764,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,127,18264,4186,da,saptamanal,greu,da,scazut,firma_curatenie
urban,firm_curatenie,87,5048,1707,da,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,horeca,29,4470,6330,da,lunar,greu,nu,mediu,firma_curatenie
urban,persoana_fizica,1,116,202,nu,zilnic,medie,nu,mediu,horeca
urban,persoana_fizica,4,268,168,nu,ocazional,greu,da,scazut,persoana_fizica
rural,persoana_fizica,5,430,90,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,96,13543,2478,da,zilnic,usoara,da,ridicat,horeca
urban,persoana_fizica,1,182,235,da,lunar,usoara,da,ridicat,persoana_fizica
urban,firm_curatenie,183,6375,413,nu,ocazional,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,4,474,123,nu,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,5,291,162,da,ocazional,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,90,14603,1224,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,43,1003,1713,nu,lunar,medie,da,ridicat,horeca
urban,persoana_fizica,4,563,289,da,zilnic,usoara,nu,mediu,firma_curatenie
rural,persoana_fizica,4,172,67,nu,saptamanal,medie,da,mediu,persoana_fizica
urban,firm_curatenie,8,986,2175,da,saptamanal,medie,nu,mediu,firma_curatenie
rural,industrial,135,22785,6557,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,460,161,nu,saptamanal,greu,nu,scazut,persoana_fizica
periurban,industrial,30,4591,4319,da,saptamanal,medie,nu,scazut,firma_curatenie
periurban,horeca,109,11814,2939,da,ocazional,greu,nu,scazut,firma_curatenie
urban,persoana_fizica,2,358,250,nu,zilnic,usoara,nu,scazut,horeca
periurban,retail,61,7426,4336,nu,zilnic,usoara,nu,mediu,persoana_fizica
periurban,persoana_fizica,1,184,97,da,lunar,medie,da,ridicat,persoana_fizica
urban,persoana_fizica,1,113,126,nu,zilnic,medie,nu,scazut,persoana_fizica
urban,horeca,88,9339,1701,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,horeca,91,4754,2981,da,saptamanal,greu,nu,mediu,firma_curatenie
periurban,firm_curatenie,102,11577,1600,da,saptamanal,greu,da,mediu,firma_curatenie
periurban,firm_curatenie,79,2900,2666,nu,ocazional,medie,da,scazut,firma_curatenie
periurban,firm_curatenie,38,6659,1343,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,165,22839,1111,da,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,industrial,291,57848,2710,nu,zilnic,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,70,1924,2115,nu,zilnic,medie,da,mediu,firma_curatenie
urban,persoana_fizica,5,278,277,da,saptamanal,usoara,da,ridicat,persoana_fizica
urban,retail,65,11482,2446,da,lunar,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,1,85,155,nu,lunar,medie,nu,mediu,horeca
urban,firm_curatenie,190,18733,968,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,347,316,nu,zilnic,greu,da,mediu,persoana_fizica
urban,persoana_fizica,4,436,59,da,zilnic,greu,nu,mediu,horeca
urban,persoana_fizica,2,93,185,nu,ocazional,greu,nu,ridicat,persoana_fizica
urban,retail,17,3051,3387,nu,zilnic,medie,nu,mediu,horeca
urban,industrial,51,810,4400,da,ocazional,medie,da,ridicat,firma_curatenie
urban,persoana_fizica,5,900,154,da,lunar,usoara,nu,mediu,persoana_fizica
urban,horeca,21,411,3803,nu,ocazional,medie,nu,mediu,horeca
urban,persoana_fizica,4,546,112,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,13,307,259,da,zilnic,medie,nu,scazut,firma_curatenie
urban,retail,38,5478,2923,da,lunar,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,40,658,1004,da,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,52,8843,3197,da,zilnic,usoara,nu,mediu,horeca
urban,retail,53,5222,2352,da,lunar,medie,nu,ridicat,horeca
periurban,persoana_fizica,1,27,220,nu,zilnic,medie,nu,scazut,horeca
urban,horeca,123,17748,2659,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,205,244,nu,ocazional,medie,nu,ridicat,persoana_fizica
urban,retail,82,3794,1655,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,72,934,4171,nu,zilnic,greu,nu,scazut,horeca
urban,retail,24,2146,1038,da,zilnic,medie,da,scazut,horeca
urban,firm_curatenie,81,2127,3172,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,retail,82,2287,4961,nu,zilnic,usoara,nu,mediu,horeca
urban,retail,95,5775,2629,nu,zilnic,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,10,1297,3569,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,horeca,79,8743,5742,nu,lunar,usoara,nu,scazut,horeca
periurban,firm_curatenie,92,2125,1679,nu,ocazional,medie,da,mediu,firma_curatenie
periurban,persoana_fizica,5,970,203,da,saptamanal,usoara,nu,ridicat,persoana_fizica
rural,persoana_fizica,3,535,134,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,4,237,140,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,78,2593,2232,da,lunar,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,129,24388,364,nu,lunar,medie,da,scazut,firma_curatenie
urban,firm_curatenie,192,18742,2834,da,ocazional,medie,da,scazut,firma_curatenie
periurban,horeca,69,4769,3250,da,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,412,254,nu,lunar,medie,nu,scazut,horeca
rural,retail,92,14427,2281,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,2,83,253,nu,ocazional,medie,nu,mediu,persoana_fizica
rural,horeca,80,12465,3371,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,industrial,407,62024,6521,nu,saptamanal,greu,da,mediu,firma_curatenie
urban,persoana_fizica,1,112,272,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,industrial,81,14135,1205,da,lunar,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,3,105,143,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,72,8866,6472,da,zilnic,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,160,15260,2207,da,saptamanal,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,180,62,nu,zilnic,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,119,6900,288,nu,saptamanal,medie,da,ridicat,firma_curatenie
urban,horeca,61,4924,2887,nu,ocazional,usoara,nu,mediu,horeca
urban,persoana_fizica,2,61,158,nu,saptamanal,medie,nu,mediu,persoana_fizica
periurban,persoana_fizica,4,231,135,da,lunar,medie,da,scazut,persoana_fizica
urban,persoana_fizica,2,123,343,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,94,13811,1630,nu,lunar,medie,da,mediu,firma_curatenie
urban,horeca,54,1038,4231,da,ocazional,usoara,nu,mediu,horeca
urban,persoana_fizica,2,267,220,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,industrial,25,1301,4115,nu,saptamanal,usoara,nu,mediu,horeca
urban,persoana_fizica,3,76,108,da,saptamanal,medie,nu,scazut,persoana_fizica
urban,industrial,51,3424,7307,nu,saptamanal,medie,da,mediu,horeca
periurban,retail,83,4369,50,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,459,269,da,saptamanal,greu,da,ridicat,persoana_fizica
urban,firm_curatenie,23,1791,2151,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,387,249,nu,saptamanal,greu,nu,mediu,persoana_fizica
rural,persoana_fizica,1,193,200,nu,zilnic,usoara,nu,ridicat,persoana_fizica
urban,persoana_fizica,4,377,101,nu,ocazional,medie,da,ridicat,persoana_fizica
periurban,persoana_fizica,3,483,232,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,persoana_fizica,1,12,267,nu,saptamanal,greu,nu,mediu,persoana_fizica
urban,horeca,116,13233,2281,da,lunar,greu,da,mediu,firma_curatenie
urban,persoana_fizica,2,302,252,nu,lunar,greu,nu,ridicat,persoana_fizica
rural,firm_curatenie,155,7938,2296,da,saptamanal,medie,da,ridicat,firma_curatenie
urban,retail,87,1881,3040,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,143,5666,1140,nu,zilnic,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,43,4039,3282,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,109,11576,3444,nu,saptamanal,greu,nu,mediu,horeca
urban,persoana_fizica,4,329,266,nu,lunar,medie,nu,ridicat,persoana_fizica
urban,horeca,29,2714,2417,da,zilnic,usoara,da,ridicat,horeca
urban,horeca,127,12616,4473,da,lunar,medie,nu,mediu,horeca
periurban,persoana_fizica,2,312,166,nu,zilnic,medie,da,ridicat,persoana_fizica
rural,horeca,125,3749,1662,da,ocazional,medie,nu,mediu,horeca
urban,industrial,70,10927,10315,nu,ocazional,medie,nu,mediu,firma_curatenie
urban,industrial,109,15351,50,nu,saptamanal,usoara,da,ridicat,firma_curatenie
periurban,persoana_fizica,3,452,439,nu,saptamanal,medie,nu,ridicat,persoana_fizica
urban,horeca,102,15253,4052,da,lunar,greu,da,mediu,horeca
periurban,persoana_fizica,1,99,174,nu,zilnic,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,6,300,2326,da,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,5,559,256,nu,zilnic,usoara,da,ridicat,horeca
urban,horeca,90,17281,2501,da,saptamanal,usoara,nu,ridicat,firma_curatenie
